objectID,ID,slug,name,popularity,type,_geoloc/lat,_geoloc/lng,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,area_id,area_name,country_id,country_name,city_id,city_name,state_id,state_name,verified_map_id,features/0,features/1,features/2,features/3,features/4,features/5,features/6,activities/0,activities/1,activities/2,activities/3,feature_names/0,feature_names/1,feature_names/2,feature_names/3,feature_names/4,feature_names/5,feature_names/6,activity_names/0,activity_names/1,activity_names/2,activity_names/3,overview,num_reviews,units,area_slug,trail_id,city_url,park_slug,profile_photo_url,features/7,activities/4,activities/5,feature_names/7,activity_names/4,activity_names/5,activities/6,activity_names/6,features/8,feature_names/8,activities/7,activity_names/7,activities/8,features/9,feature_names/9,activity_names/8,features/10,feature_names/10,activities/9,activities/10,activity_names/9,activity_names/10,features/11,feature_names/11
trail-10272740,10272740,us/maryland/bacon-ridge-trail,Bacon Ridge Trail,13.918,trail,39.00628,-76.60839,8851.37,145.9992,1,L,2,4.5,10161344,Crownsville Cooperative Wildlife Management Area,313,United States,14061,Crownsville,21,Maryland,17914533,dogs-leash,forest,kids,views,wild-flowers,,,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,Kid Friendly,Views,Wild Flowers,,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,247,i,parks/us/maryland/crownsville-cooperative-wildlife-management-area,10272740,us/maryland/crownsville,us/maryland/crownsville-cooperative-wildlife-management-area,https://cdn-assets.alltrails.com/uploads/photo/image/19529051/large_745e596fb45ec83c8fa0cc9bd09b6ee6.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10276643,10276643,us/maryland/monument-knob-via-appalachian-trail,Monument Knob via Appalachian Trail ,13.6504,trail,39.53544,-77.60341,9816.974,338.93760000000003,3,O,2,4.5,10110509,South Mountain State Park,313,United States,816,Boonsboro,21,Maryland,17934452,dogs-leash,forest,river,views,wildlife,,,camping,hiking,trail-running,,Dogs Leash,Forest,River,Views,Wildlife,,,Camping,Hiking,Running,,,108,i,parks/us/maryland/south-mountain-state-park,10276643,us/maryland/boonsboro,us/maryland/south-mountain-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19843967/large_0dbdb3cdc66cd3ee47a6e4c7a1537b1c.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10013252,10013252,us/maryland/gold-mine-loop-trail,Gold Mine Loop Trail,13.5336,trail,38.99957,-77.24822,5149.888,109.72800000000001,3,L,2,4.5,10161408,Chesapeake and Ohio Canal National Historic Park,313,United States,6654,Potomac,21,Maryland,13379123,dogs-no,forest,kids,river,views,waterfall,wild-flowers,birding,hiking,nature-trips,trail-running,Dogs No,Forest,Kid Friendly,River,Views,Waterfall,Wild Flowers,Bird Watching,Hiking,Nature Trips,Running,,92,i,parks/us/maryland/chesapeake-and-ohio-canal-national-historic-park,10013252,us/maryland/potomac,us/maryland/chesapeake-and-ohio-canal-national-historic-park,https://cdn-assets.alltrails.com/uploads/photo/image/16309015/large_f01c7cb0bedb969a1e98d48e390a0e76.jpg,wildlife,walking,,Wildlife,Walking,,,,,,,,,,,,,,,,,,,
trail-10018023,10018023,us/maryland/old-pond-trail-and-clopper-lake-loop-trail,Old Pond Trail and Clopper Lake Loop Trail,13.4778,trail,39.15113,-77.24848,8690.436,109.72800000000001,1,L,2,4,10110503,Seneca Creek State Park,313,United States,2942,Gaithersburg,21,Maryland,13310186,dogs,forest,lake,kids,views,wild-flowers,wildlife,birding,hiking,mountain-biking,nature-trips,Dogs,Forest,Lake,Kid Friendly,Views,Wild Flowers,Wildlife,Bird Watching,Hiking,Mountain Biking,Nature Trips,,130,i,parks/us/maryland/seneca-creek-state-park,10018023,us/maryland/gaithersburg,us/maryland/seneca-creek-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/11227296/large_ea6400d964dc4fefad50a7cf11448b87.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10261053,10261053,us/maryland/mckeldin-area-trail,Mckeldin Area Trail,13.3505,trail,39.35468,-76.88681,26232.242,377.952,5,O,2,4.5,10110483,Patapsco Valley State Park,313,United States,4949,Marriottsville,21,Maryland,23582741,dogs,forest,river,views,wild-flowers,wildlife,,backpacking,birding,fishing,hiking,Dogs,Forest,River,Views,Wild Flowers,Wildlife,,Backpacking,Bird Watching,Fishing,Hiking,,77,i,parks/us/maryland/patapsco-valley-state-park,10261053,us/maryland/marriottsville,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19069802/large_fabdbf748fb9726f269ce3ae8c2025c7.jpg,,mountain-biking,nature-trips,,Mountain Biking,Nature Trips,trail-running,Running,,,horseback-riding,Horseback Riding,fly-fishing,,,,,,,,,,,
trail-10111668,10111668,us/maryland/lakeside-and-muncaster-mill-trail,Lakeside and Muncaster Mill Trail,13.2307,trail,39.11259,-77.10641,5310.822,72.8472,1,L,2,4.5,10118365,Rock Creek Regional Park,313,United States,2127,Derwood,21,Maryland,13270163,dogs-leash,forest,lake,kids,partially-paved,wild-flowers,wildlife,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,Lake,Kid Friendly,Partially Paved,Wild Flowers,Wildlife,Bird Watching,Hiking,Mountain Biking,Nature Trips,,136,i,parks/us/maryland/rock-creek-regional-park,10111668,us/maryland/derwood,us/maryland/rock-creek-regional-park,https://cdn-assets.alltrails.com/uploads/photo/image/19747963/large_cb913f74280c0e252e1f107b9909209b.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10042833,10042833,us/maryland/lake-roland-red-and-green-trail,Lake Roland Red and Green Trail,13.0745,trail,39.39628,-76.66331,8046.7,65.8368,1,O,3,4,10162138,Lake Roland Park,313,United States,30158,Towson,21,Maryland,23638036,dogs-leash,forest,lake,views,wildlife,,,hiking,mountain-biking,nature-trips,trail-running,Dogs Leash,Forest,Lake,Views,Wildlife,,,Hiking,Mountain Biking,Nature Trips,Running,,151,i,parks/us/maryland/lake-roland-park,10042833,us/maryland/towson,us/maryland/lake-roland-park,https://cdn-assets.alltrails.com/uploads/photo/image/20109218/large_2a5530329ce3d24df46c037771dc182d.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10020132,10020132,us/maryland/turkey-point-lighthouse-trail,Turkey Point Lighthouse Trail,12.786,trail,39.45983,-76.00581,3057.746,56.997600000000006,1,O,2,4.5,10110445,Elk Neck State Park,313,United States,5850,North East,21,Maryland,13496778,beach,dogs-leash,lake,kids,partially-paved,river,views,birding,hiking,road-biking,trail-running,Beach,Dogs Leash,Lake,Kid Friendly,Partially Paved,River,Views,Bird Watching,Hiking,Road Biking,Running,,132,i,parks/us/maryland/elk-neck-state-park,10020132,us/maryland/north-east,us/maryland/elk-neck-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/10924668/large_08014dcc1820515a9e9115777855a77d.jpg,wildlife,walking,,Wildlife,Walking,,,,,,,,,,,,,,,,,,,
trail-10309030,10309030,us/maryland/chesapeake-and-ohio-canal-trail-to-great-falls-overlook,Chesapeake and Ohio Canal Trail to Great Falls Overlook,12.7335,trail,38.98189,-77.22788,6437.36,34.7472,1,O,2,4.5,10161408,Chesapeake and Ohio Canal National Historic Park,313,United States,6654,Potomac,21,Maryland,18951153,forest,views,waterfall,,,,,birding,hiking,nature-trips,walking,Forest,Views,Waterfall,,,,,Bird Watching,Hiking,Nature Trips,Walking,,83,i,parks/us/maryland/chesapeake-and-ohio-canal-national-historic-park,10309030,us/maryland/potomac,us/maryland/chesapeake-and-ohio-canal-national-historic-park,https://cdn-assets.alltrails.com/uploads/photo/image/20385804/large_2758a451a87ace9df8901a8b758dd5db.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10234474,10234474,us/maryland/rosaryville-perimeter-trail,Rosaryville Perimeter Trail,12.649,trail,38.78245,-76.80528,14323.126,175.86960000000002,3,L,2,4,10110501,Rosaryville State Park,313,United States,8414,Upper Marlboro,21,Maryland,14275351,dogs-leash,forest,kids,river,views,wild-flowers,,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,Kid Friendly,River,Views,Wild Flowers,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,170,i,parks/us/maryland/rosaryville-state-park,10234474,us/maryland/upper-marlboro,us/maryland/rosaryville-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19524342/large_87f7f2c2fad734a8392d8e384e836171.jpg,,trail-running,horseback-riding,,Running,Horseback Riding,whitewater-kayaking,,,,,,,,,,,,,,,,,
trail-10254509,10254509,us/maryland/high-rock-and-raven-rock-via-appalachian-trail,High Rock and Raven Rock via Appalachian Trail,12.6277,trail,39.66461,-77.53617,10299.776,301.752,3,O,2,4.5,10110509,South Mountain State Park,313,United States,7571,Smithsburg,21,Maryland,13565083,dogs,forest,views,wild-flowers,wildlife,,,birding,hiking,nature-trips,rock-climbing,Dogs,Forest,Views,Wild Flowers,Wildlife,,,Bird Watching,Hiking,Nature Trips,Rock Climbing,,97,i,parks/us/maryland/south-mountain-state-park,10254509,us/maryland/smithsburg,us/maryland/south-mountain-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19335472/large_c40839a71cdae3eae7a3b80bd0a69e24.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10112516,10112516,us/maryland/lake-elkhorn-trail,Lake Elkhorn Trail,12.5298,trail,39.18478,-76.84432,3218.68,15.8496,1,L,3,4.5,,,313,United States,1727,columbia,21,Maryland,13273374,dogs-leash,lake,kids,paved,views,wild-flowers,wildlife,birding,fishing,hiking,nature-trips,Dogs Leash,Lake,Kid Friendly,Paved,Views,Wild Flowers,Wildlife,Bird Watching,Fishing,Hiking,Nature Trips,,132,i,,10112516,us/maryland/columbia,,https://cdn-assets.alltrails.com/uploads/photo/image/22442483/large_4f77e595ad3aba79643dc29becdc7ea8.jpg,,paddle-sports,trail-running,,Paddle Sports,Running,walking,Walking,,,canoeing,,,,,,,,,,,,,
trail-10264109,10264109,us/maryland/alberton-road-trail,Alberton Road Trail,12.5283,trail,39.31494,-76.79439,4345.218,16.764,3,O,1,4,10110483,Patapsco Valley State Park,313,United States,91941,Milford Mill,21,Maryland,14192772,dogs-leash,forest,kids,river,wild-flowers,,,birding,fishing,hiking,mountain-biking,Dogs Leash,Forest,Kid Friendly,River,Wild Flowers,,,Bird Watching,Fishing,Hiking,Mountain Biking,,97,i,parks/us/maryland/patapsco-valley-state-park,10264109,us/maryland/milford-mill,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/11918216/large_98da98d4dedae3a06961629c37c166e5.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10022131,10022131,us/maryland/sweet-air-loop,Sweet Air Loop,12.3982,trail,39.53618,-76.5054,4988.954,90.83040000000001,1,L,2,4.5,10169326,Gunpowder Falls State Park Sweet Air Area,313,United States,413,Baldwin,21,Maryland,13273345,dogs-leash,kids,,,,,,hiking,mountain-biking,trail-running,horseback-riding,Dogs Leash,Kid Friendly,,,,,,Hiking,Mountain Biking,Running,Horseback Riding,,112,i,parks/us/maryland/gunpowder-falls-state-park-sweet-air-area,10022131,us/maryland/baldwin,us/maryland/gunpowder-falls-state-park-sweet-air-area,https://cdn-assets.alltrails.com/uploads/photo/image/10415839/large_58ba295dc51140dea21f8152dd1ef47d.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10032639,10032639,us/maryland/co-canal-towpath-carderock-to-great-falls,C&O Canal Towpath: Carderock to Great Falls,12.3732,trail,38.97438,-77.202,10138.842,42.976800000000004,3,O,3,4,10161408,Chesapeake and Ohio Canal National Historic Park,313,United States,647,Bethesda,21,Maryland,13273707,dogs-leash,river,views,waterfall,,,,birding,hiking,mountain-biking,road-biking,Dogs Leash,River,Views,Waterfall,,,,Bird Watching,Hiking,Mountain Biking,Road Biking,,66,i,parks/us/maryland/chesapeake-and-ohio-canal-national-historic-park,10032639,us/maryland/bethesda,us/maryland/chesapeake-and-ohio-canal-national-historic-park,https://cdn-assets.alltrails.com/uploads/photo/image/19337739/large_306abeab7f3f466be506df7b3a4e1fba.jpg,,trail-running,cross-country-skiing,,Running,Cross Country Skiing,,,,,,,,,,,,,,,,,,
trail-10006871,10006871,us/maryland/gunpowder-falls-north-and-south-loop-trail,Gunpowder Falls North and South Loop Trail,12.328,trail,39.60959,-76.67225,18507.41,389.8392,3,L,3,4,10165090,Gunpowder Falls State Park - Hereford Area,313,United States,6277,Parkton,21,Maryland,19256666,dogs-leash,forest,river,views,wild-flowers,wildlife,,fishing,hiking,nature-trips,trail-running,Dogs Leash,Forest,River,Views,Wild Flowers,Wildlife,,Fishing,Hiking,Nature Trips,Running,,125,i,parks/us/maryland/gunpowder-falls-state-park-hereford-area,10006871,us/maryland/parkton,us/maryland/gunpowder-falls-state-park-hereford-area,https://cdn-assets.alltrails.com/uploads/photo/image/10876615/large_18fb0633a291511eb9dee830e8dd0def.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10240351,10240351,us/maryland/broad-creek-park,Broad Creek Trail,12.301,trail,38.98085,-76.56235,7563.898,157.8864,3,L,2,3.5,10125259,Broad Creek Park,313,United States,213,Annapolis,21,Maryland,17763580,dogs,forest,lake,kids,views,wildlife,,birding,hiking,nature-trips,trail-running,Dogs,Forest,Lake,Kid Friendly,Views,Wildlife,,Bird Watching,Hiking,Nature Trips,Running,,173,i,parks/us/maryland/broad-creek-park,10240351,us/maryland/annapolis,us/maryland/broad-creek-park,https://cdn-assets.alltrails.com/uploads/photo/image/20835039/large_88b871b4ab377aa50e2d51b19b4cd799.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10020894,10020894,us/maryland/baltimore-and-annapolis-ba-trail,Baltimore and Annapolis (B&A) Trail,12.1879,trail,39.16703,-76.6373,22047.958,98.7552,3,P,3,4.5,10119654,Sawmill Creek Park,313,United States,3073,Glen Burnie,21,Maryland,17826589,rails-trails,ada,dogs-leash,forest,kids,paved,strollers,birding,hiking,nature-trips,road-biking,Rails Trails,Wheelchair Friendly,Dogs Leash,Forest,Kid Friendly,Paved,Stroller Friendly,Bird Watching,Hiking,Nature Trips,Road Biking,,133,i,parks/us/maryland/sawmill-creek-park,10020894,us/maryland/glen-burnie,us/maryland/sawmill-creek-park,https://cdn-assets.alltrails.com/uploads/photo/image/19684842/large_6f614240d739aa9767cd2e99ae9bc56a.jpg,views,trail-running,walking,Views,Running,Walking,rails-trails,,wild-flowers,Wild Flowers,,,,wildlife,Wildlife,,,,,,,,,
trail-10010444,10010444,us/maryland/cunningham-falls-lower-trail-and-cliff-trail-loop,Cunningham Falls Lower Trail and Cliff Trail Loop,11.9325,trail,39.6274,-77.46387,1770.274,77.724,1,L,4,4,10110434,Cunningham Falls State Park,313,United States,8188,Thurmont,21,Maryland,13671805,ada,dogs-leash,forest,kids,river,strollers,views,hiking,walking,,,Wheelchair Friendly,Dogs Leash,Forest,Kid Friendly,River,Stroller Friendly,Views,Hiking,Walking,,,,89,i,parks/us/maryland/cunningham-falls-state-park,10010444,us/maryland/thurmont,us/maryland/cunningham-falls-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19800821/large_7dccbe1d4b0b55efddb9e9cce992d7cb.jpg,waterfall,,,Waterfall,,,,,wild-flowers,Wild Flowers,,,,wildlife,Wildlife,,,,,,,,,
trail-10235234,10235234,us/maryland/falls-nature-trail-catoctin-mountain-park,Falls Nature Trail ,11.8934,trail,39.63421,-77.45048,4023.35,125.8824,1,O,3,4,10119621,Catoctin Mountain Park,313,United States,8188,Thurmont,21,Maryland,17844776,dogs-leash,forest,kids,views,waterfall,,,birding,hiking,nature-trips,trail-running,Dogs Leash,Forest,Kid Friendly,Views,Waterfall,,,Bird Watching,Hiking,Nature Trips,Running,,113,i,parks/us/maryland/catoctin-mountain-park,10235234,us/maryland/thurmont,us/maryland/catoctin-mountain-park,https://cdn-assets.alltrails.com/uploads/photo/image/11008338/large_e14a25d37223771d865d24aca54aed1d.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10276663,10276663,us/maryland/am-thomas-trail-to-sugarloaf-mountain,A.M. Thomas Trail to Sugarloaf Mountain,11.7668,trail,39.26095,-77.39687,965.604,92.964,3,L,3,4.5,10119657,Sugarloaf Mountain Natural Area,313,United States,2154,Dickerson,21,Maryland,19000259,dogs-leash,forest,kids,views,wild-flowers,wildlife,,hiking,nature-trips,walking,,Dogs Leash,Forest,Kid Friendly,Views,Wild Flowers,Wildlife,,Hiking,Nature Trips,Walking,,,114,i,parks/us/maryland/sugarloaf-mountain-natural-area,10276663,us/maryland/dickerson,us/maryland/sugarloaf-mountain-natural-area,https://cdn-assets.alltrails.com/uploads/photo/image/13398341/large_15a41260d2d2b42e193ee517dbe07ffb.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10217023,10217023,us/maryland/gambrill-state-park-green-ash-trail,Green Ash Trail,11.762,trail,39.46209,-77.49112,3540.548,168.85920000000002,3,L,1,4,10110461,Gambrill State Park,313,United States,2881,Frederick,21,Maryland,19020846,dogs-leash,forest,views,,,,,birding,camping,hiking,nature-trips,Dogs Leash,Forest,Views,,,,,Bird Watching,Camping,Hiking,Nature Trips,,123,i,parks/us/maryland/gambrill-state-park,10217023,us/maryland/frederick,us/maryland/gambrill-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19461773/large_aa50fe59d84e7c567bcd3b073810cb10.jpg,,trail-running,walking,,Running,Walking,fly-fishing,,,,,,,,,,,,,,,,,
trail-10262371,10262371,us/maryland/appalachian-trail-i-40-to-pogo-campground,Appalachian Trail: I-40 to Pogo Campground,11.697,trail,39.53548,-77.60377,14001.258,352.95840000000004,3,O,1,4.5,10110509,South Mountain State Park,313,United States,5549,Myersville,21,Maryland,13492673,dogs,forest,views,wild-flowers,wildlife,,,birding,camping,hiking,nature-trips,Dogs,Forest,Views,Wild Flowers,Wildlife,,,Bird Watching,Camping,Hiking,Nature Trips,,78,i,parks/us/maryland/south-mountain-state-park,10262371,us/maryland/myersville,us/maryland/south-mountain-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/20546011/large_cc1260fb0c45cde6a4436fd42568cc4b.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10010222,10010222,us/maryland/greenbelt-park-perimeter-trail,Greenbelt Park Perimeter Trail,11.6697,trail,38.99386,-76.89493,8368.568,125.8824,3,L,2,4,10116695,Greenbelt Park,313,United States,3274,Greenbelt,21,Maryland,23020626,dogs-leash,forest,kids,wild-flowers,wildlife,,,hiking,trail-running,walking,horseback-riding,Dogs Leash,Forest,Kid Friendly,Wild Flowers,Wildlife,,,Hiking,Running,Walking,Horseback Riding,,160,i,parks/us/maryland/greenbelt-park,10010222,us/maryland/greenbelt,us/maryland/greenbelt-park,https://cdn-assets.alltrails.com/uploads/photo/image/11589971/large_070ec1b167ab62e62c688d8a2fd0f751.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10262023,10262023,us/maryland/appalachian-trail-from-dahlgren-camp-to-bear-spring-cabin,Appalachian Trail: Dahlgren Camp to Bear Spring Cabin,11.6469,trail,39.48424,-77.61972,14484.06,632.7648,5,O,2,4.5,10110509,South Mountain State Park,313,United States,5172,Middletown,21,Maryland,13565115,dogs,forest,views,wild-flowers,wildlife,,,backpacking,birding,camping,hiking,Dogs,Forest,Views,Wild Flowers,Wildlife,,,Backpacking,Bird Watching,Camping,Hiking,,47,i,parks/us/maryland/south-mountain-state-park,10262023,us/maryland/middletown,us/maryland/south-mountain-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19395764/large_3a9e132361ef0dae5a74db07c42cf6e9.jpg,,nature-trips,trail-running,,Nature Trips,Running,,,,,,,,,,,,,,,,,,
trail-10258328,10258328,us/maryland/cascade-falls-trail-via-grist-mill-trail,Cascade Falls Trail via Grist Mill Trail,11.6456,trail,39.23037,-76.72852,9495.106,154.8384,3,L,3,4.5,10169436,Patapsco Valley State Park Avalon Area,313,United States,1352,Catonsville,21,Maryland,16835907,dogs-leash,river,views,waterfall,wild-flowers,wildlife,,birding,hiking,mountain-biking,,Dogs Leash,River,Views,Waterfall,Wild Flowers,Wildlife,,Bird Watching,Hiking,Mountain Biking,,,52,i,parks/us/maryland/patapsco-valley-state-park-avalon-area,10258328,us/maryland/catonsville,us/maryland/patapsco-valley-state-park-avalon-area,https://cdn-assets.alltrails.com/uploads/photo/image/19298212/large_c4f1df3834a213ef5464dd97ba0198fb.jpg,,,,,,,,,,,,,,,,,,,,,,,,
